S1_mean,S1_std,S1_min,S1_max,S1_range,S2_mean,S2_std,S2_min,S2_max,S2_range,S3_mean,S3_std,S3_min,S3_max,S3_range,S4_mean,S4_std,S4_min,S4_max,S4_range,S5_mean,S5_std,S5_min,S5_max,S5_range,S6_mean,S6_std,S6_min,S6_max,S6_range,S7_mean,S7_std,S7_min,S7_max,S7_range,S8_mean,S8_std,S8_min,S8_max,S8_range,group
0.5349,0.00743041796341977,0.525,0.545,0.020000000000000018,1.8494,0.06132463706465056,1.765,1.92,0.15500000000000003,0.3317,0.010066997787048747,0.319,0.354,0.034999999999999976,1.6866999999999996,0.0391352356153207,1.645,1.757,0.11199999999999988,1.7396,0.15388899318087115,1.604,2.094,0.48999999999999977,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8018,0.08854226862540476,1.685,1.99,0.30499999999999994,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8493,0.061242777351927624,1.765,1.92,0.15500000000000003,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03906177443770602,1.645,1.757,0.11199999999999988,1.7396999999999998,0.15383905731495998,1.604,2.094,0.48999999999999977,0.30369999999999997,0.011086027241532478,0.287,0.316,0.029000000000000026,0.6643000000000001,0.007860590874030335,0.652,0.676,0.02400000000000002,1.8016999999999999,0.08845469650240927,1.685,1.99,0.30499999999999994,AIR
0.5349,0.00743041796341977,0.525,0.545,0.020000000000000018,1.8491,0.06140656859544153,1.765,1.92,0.15500000000000003,0.3315,0.01008023368335829,0.319,0.354,0.034999999999999976,1.6865,0.039132964223131485,1.645,1.757,0.11199999999999988,1.7396999999999998,0.15383905731495998,1.604,2.094,0.48999999999999977,0.30369999999999997,0.011086027241532478,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.802,0.08834276679187973,1.686,1.99,0.30400000000000005,AIR
0.5349,0.00743041796341977,0.525,0.545,0.020000000000000018,1.8491,0.06140656859544153,1.765,1.92,0.15500000000000003,0.3315,0.01008023368335829,0.319,0.354,0.034999999999999976,1.6869,0.03897135700314612,1.645,1.757,0.11199999999999988,1.7396999999999998,0.15383905731495998,1.604,2.094,0.48999999999999977,0.30369999999999997,0.011086027241532478,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8016999999999999,0.08845469650240927,1.685,1.99,0.30499999999999994,AIR
0.5349,0.00743041796341977,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06138910507754793,1.765,1.92,0.15500000000000003,0.3315,0.01008023368335829,0.319,0.354,0.034999999999999976,1.6868000000000003,0.039040719483351964,1.645,1.757,0.11199999999999988,1.7396999999999998,0.15383905731495998,1.604,2.094,0.48999999999999977,0.30369999999999997,0.011086027241532478,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8018,0.0884016088340277,1.685,1.99,0.30499999999999994,AIR
0.5349,0.00743041796341977,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06138910507754793,1.765,1.92,0.15500000000000003,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6868000000000003,0.039040719483351964,1.645,1.757,0.11199999999999988,1.7396999999999998,0.15383905731495998,1.604,2.094,0.48999999999999977,0.3036,0.010976743091139971,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08821841581489033,1.685,1.989,0.30400000000000005,AIR
0.5347999999999999,0.007360555534589619,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06162394916841267,1.764,1.92,0.15599999999999992,0.3317,0.010066997787048747,0.319,0.354,0.034999999999999976,1.6868000000000003,0.039040719483351964,1.645,1.757,0.11199999999999988,1.7396999999999998,0.15383905731495998,1.604,2.094,0.48999999999999977,0.3035,0.010946841249115359,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8018,0.08838526775178969,1.685,1.99,0.30499999999999994,AIR
0.5349,0.00743041796341977,0.525,0.545,0.020000000000000018,1.8491,0.061641346153012866,1.764,1.92,0.15599999999999992,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03907599433582379,1.645,1.757,0.11199999999999988,1.7396,0.15388899318087115,1.604,2.094,0.48999999999999977,0.30369999999999997,0.011086027241532478,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8016999999999999,0.08844087792920696,1.685,1.99,0.30499999999999994,AIR
0.5349999999999999,0.00748331477354789,0.525,0.545,0.020000000000000018,1.8492000000000002,0.061488571657214844,1.765,1.92,0.15500000000000003,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03907599433582379,1.645,1.757,0.11199999999999988,1.7396999999999998,0.15384700192073938,1.604,2.094,0.48999999999999977,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8016,0.08820456022476643,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8492000000000002,0.061488571657214844,1.765,1.92,0.15500000000000003,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03907599433582379,1.645,1.757,0.11199999999999988,1.7396,0.15394530053092087,1.603,2.094,0.4909999999999999,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015,0.0882625502564807,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491,0.061417424237751934,1.765,1.92,0.15500000000000003,0.3315,0.01008023368335829,0.319,0.354,0.034999999999999976,1.6865999999999999,0.0391895677728426,1.645,1.757,0.11199999999999988,1.7396,0.15388754913175323,1.604,2.094,0.48999999999999977,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015,0.0882625502564807,1.685,1.989,0.30400000000000005,AIR
0.5347999999999999,0.007360555534589619,0.525,0.545,0.020000000000000018,1.8492000000000002,0.061488571657214844,1.765,1.92,0.15500000000000003,0.3315,0.01008023368335829,0.319,0.354,0.034999999999999976,1.6865999999999999,0.0391895677728426,1.645,1.757,0.11199999999999988,1.7393,0.1540808229469196,1.603,2.094,0.4909999999999999,0.3035,0.011067971810589338,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8015,0.0882625502564807,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491,0.06155837338115208,1.765,1.92,0.15500000000000003,0.3315,0.01008023368335829,0.319,0.354,0.034999999999999976,1.6863999999999997,0.038819239216313015,1.645,1.756,0.11099999999999999,1.7393999999999998,0.15403910037534116,1.603,2.094,0.4909999999999999,0.3038,0.011123548594460922,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015,0.0882625502564807,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8490000000000002,0.06126264041902793,1.765,1.919,0.15400000000000014,0.3315,0.01008023368335829,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03904754936114575,1.645,1.756,0.11099999999999999,1.7393999999999998,0.15403116567759909,1.603,2.094,0.4909999999999999,0.3035,0.010936686477681954,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08811633724167668,1.686,1.989,0.30300000000000016,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491,0.061543931914978874,1.765,1.92,0.15500000000000003,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6864999999999999,0.038990739641327404,1.645,1.756,0.11099999999999999,1.7393999999999998,0.15403910037534116,1.603,2.094,0.4909999999999999,0.3035,0.011067971810589338,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8016,0.08820456022476643,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06137281338037408,1.765,1.92,0.15500000000000003,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03904754936114575,1.645,1.756,0.11099999999999999,1.7393999999999998,0.15367729536633282,1.604,2.093,0.4889999999999999,0.3035,0.011067971810589338,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8017000000000003,0.08830634807934884,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06137281338037408,1.765,1.92,0.15500000000000003,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03904754936114575,1.645,1.756,0.11099999999999999,1.7393,0.1537270669436944,1.604,2.093,0.4889999999999999,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8016999999999999,0.08805812474345193,1.686,1.989,0.30300000000000016,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491999999999997,0.06132934769658724,1.765,1.919,0.15400000000000014,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6865999999999999,0.03904754936114575,1.645,1.756,0.11099999999999999,1.7396,0.15389693520881645,1.604,2.094,0.48999999999999977,0.3035,0.010946841249115359,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8016,0.08820456022476643,1.685,1.989,0.30400000000000005,AIR
0.5349999999999999,0.00748331477354789,0.525,0.545,0.020000000000000018,1.8491999999999997,0.06132934769658724,1.765,1.919,0.15400000000000014,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6865999999999999,0.03904754936114575,1.645,1.756,0.11099999999999999,1.7395,0.15364117648310005,1.604,2.093,0.4889999999999999,0.3034,0.010956479564369419,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8016999999999999,0.08805812474345193,1.686,1.989,0.30300000000000016,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491,0.06134682822553531,1.765,1.919,0.15400000000000014,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867,0.03897306762368087,1.645,1.756,0.11099999999999999,1.7396,0.15358761524144957,1.604,2.093,0.4889999999999999,0.30369999999999997,0.011086027241532478,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8016999999999999,0.08815144796188988,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491999999999997,0.0614741137932599,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6865999999999999,0.03891928970460682,1.645,1.756,0.11099999999999999,1.7396,0.15358761524144957,1.604,2.093,0.4889999999999999,0.3035,0.011067971810589338,0.287,0.316,0.029000000000000026,0.6644,0.007919034733546207,0.652,0.676,0.02400000000000002,1.8018,0.08809565508266821,1.685,1.989,0.30400000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06151928333638344,1.765,1.921,0.15600000000000014,0.3315,0.009947082207584512,0.319,0.354,0.034999999999999976,1.6867999999999999,0.03890101398278575,1.645,1.756,0.11099999999999999,1.7393999999999998,0.15367295721036206,1.604,2.093,0.4889999999999999,0.3036,0.010976743091139971,0.287,0.316,0.029000000000000026,0.6642,0.007728734264634374,0.652,0.676,0.02400000000000002,1.8016,0.08820959887298738,1.685,1.989,0.30400000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06151928333638344,1.765,1.921,0.15600000000000014,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6866999999999996,0.03897591849106606,1.645,1.756,0.11099999999999999,1.7396,0.15357893374056508,1.604,2.093,0.4889999999999999,0.3035,0.011067971810589338,0.287,0.316,0.029000000000000026,0.6644,0.007890923055426834,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08813398890326027,1.685,1.989,0.30400000000000005,AIR
0.5347999999999999,0.007360555534589619,0.525,0.545,0.020000000000000018,1.8493000000000002,0.06174508527450225,1.765,1.921,0.15600000000000014,0.3316,0.00996884034267666,0.319,0.354,0.034999999999999976,1.6866999999999996,0.03897591849106606,1.645,1.756,0.11099999999999999,1.7396,0.15357893374056508,1.604,2.093,0.4889999999999999,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8016999999999999,0.08815396883987825,1.685,1.989,0.30400000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491,0.06156378805759115,1.765,1.921,0.15600000000000014,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867999999999999,0.03890101398278575,1.645,1.756,0.11099999999999999,1.7396,0.15357893374056508,1.604,2.093,0.4889999999999999,0.30369999999999997,0.011096045341572035,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8014,0.08796741821075953,1.685,1.988,0.30299999999999994,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8491,0.06153309859110154,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6869,0.0389371288104298,1.645,1.756,0.11099999999999999,1.7393999999999998,0.15372139300262233,1.603,2.093,0.49,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8014,0.08795352308021676,1.685,1.988,0.30299999999999994,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06157163849262637,1.765,1.921,0.15600000000000014,0.3313,0.009809858986414292,0.319,0.353,0.033999999999999975,1.6867999999999999,0.03890101398278575,1.645,1.756,0.11099999999999999,1.7395,0.15373371639154357,1.604,2.093,0.4889999999999999,0.3035,0.010936686477681954,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015,0.08805585348705294,1.685,1.988,0.30299999999999994,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8489999999999998,0.06146001410131089,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6866999999999996,0.038844562038977896,1.645,1.756,0.11099999999999999,1.7395,0.15378213304686744,1.603,2.093,0.49,0.3034,0.010946333734279366,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015,0.08789798379687416,1.685,1.988,0.30299999999999994,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8489999999999998,0.06146001410131089,1.765,1.92,0.15500000000000003,0.33140000000000003,0.009697651491183025,0.319,0.353,0.033999999999999975,1.6866999999999996,0.038844562038977896,1.645,1.756,0.11099999999999999,1.7395,0.15383197904784873,1.603,2.093,0.49,0.3035,0.010936686477681954,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8014,0.08795352308021676,1.685,1.988,0.30299999999999994,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8489999999999998,0.06146001410131089,1.765,1.92,0.15500000000000003,0.33140000000000003,0.009697651491183025,0.319,0.353,0.033999999999999975,1.6869,0.03907386168100957,1.645,1.756,0.11099999999999999,1.7395,0.15378213304686744,1.603,2.093,0.49,0.3034,0.010946333734279366,0.287,0.315,0.028000000000000025,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08791814374746545,1.685,1.988,0.30299999999999994,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8493,0.061644230152635635,1.765,1.921,0.15600000000000014,0.33140000000000003,0.009697651491183025,0.319,0.353,0.033999999999999975,1.687,0.03910953279643668,1.645,1.756,0.11099999999999999,1.7396999999999998,0.15379427095239204,1.604,2.093,0.4889999999999999,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8015,0.08789798379687416,1.685,1.988,0.30299999999999994,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8493,0.061644230152635635,1.765,1.921,0.15600000000000014,0.33140000000000003,0.009697651491183025,0.319,0.353,0.033999999999999975,1.6869,0.03907386168100957,1.645,1.756,0.11099999999999999,1.7396,0.15368380237068285,1.604,2.093,0.4889999999999999,0.3036,0.010966616007988376,0.287,0.315,0.028000000000000025,0.6642,0.007714344503009391,0.652,0.676,0.02400000000000002,1.8016999999999999,0.0876927084261349,1.686,1.988,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8492000000000002,0.061515670993477566,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6869,0.03907386168100957,1.645,1.756,0.11099999999999999,1.7396999999999998,0.15363958546618842,1.604,2.093,0.4889999999999999,0.3036,0.010966616007988376,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015,0.08789798379687416,1.685,1.988,0.30299999999999994,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8493,0.061644230152635635,1.765,1.921,0.15600000000000014,0.33140000000000003,0.009697651491183025,0.319,0.353,0.033999999999999975,1.6867999999999999,0.0388781572494262,1.645,1.755,0.10999999999999988,1.7395,0.15378357808585702,1.604,2.093,0.4889999999999999,0.3034,0.010946333734279366,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8016999999999999,0.0876927084261349,1.686,1.988,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06155900511794445,1.765,1.921,0.15600000000000014,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6869,0.03907386168100957,1.645,1.756,0.11099999999999999,1.7395,0.15373154812493395,1.604,2.093,0.4889999999999999,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8014,0.08795352308021676,1.685,1.988,0.30299999999999994,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8491,0.0617242073888177,1.764,1.921,0.15700000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6869,0.03907386168100957,1.645,1.756,0.11099999999999999,1.7396999999999998,0.15368947769953398,1.604,2.093,0.4889999999999999,0.3035,0.010936686477681954,0.287,0.315,0.028000000000000025,0.6642,0.007842901957254803,0.652,0.676,0.02400000000000002,1.8015,0.08789798379687416,1.685,1.988,0.30299999999999994,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8489999999999998,0.061492546973867766,1.765,1.921,0.15600000000000014,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867,0.0388216720688615,1.645,1.755,0.10999999999999988,1.7395,0.15378213304686744,1.603,2.093,0.49,0.3034,0.010946333734279366,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08775116333511863,1.686,1.988,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8489999999999998,0.06143650742387984,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867,0.0388216720688615,1.645,1.755,0.10999999999999988,1.7393,0.1535686961735511,1.603,2.092,0.4890000000000001,0.3036,0.010976743091139971,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08775116333511863,1.686,1.988,0.30200000000000005,AIR
0.5349,0.007415449338299669,0.525,0.545,0.020000000000000018,1.8488999999999998,0.06138304145102115,1.765,1.921,0.15600000000000014,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867999999999999,0.0388581465790065,1.645,1.755,0.10999999999999988,1.7393,0.1535686961735511,1.603,2.092,0.4890000000000001,0.30369999999999997,0.011005554153345592,0.287,0.315,0.028000000000000025,0.6642,0.007714344503009391,0.652,0.676,0.02400000000000002,1.8016999999999999,0.0876977764826452,1.686,1.988,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8489999999999998,0.061492546973867766,1.765,1.921,0.15600000000000014,0.33140000000000003,0.009697651491183025,0.319,0.353,0.033999999999999975,1.6867,0.0388216720688615,1.645,1.755,0.10999999999999988,1.7393,0.1535686961735511,1.603,2.092,0.4890000000000001,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08775116333511863,1.686,1.988,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8490000000000002,0.06145639827462141,1.765,1.921,0.15600000000000014,0.33140000000000003,0.009834180754445742,0.319,0.353,0.033999999999999975,1.6867999999999999,0.0388581465790065,1.645,1.755,0.10999999999999988,1.7393,0.1535686961735511,1.603,2.092,0.4890000000000001,0.3036,0.010966616007988376,0.287,0.315,0.028000000000000025,0.6642,0.007714344503009391,0.652,0.676,0.02400000000000002,1.8015,0.08751539547099384,1.686,1.987,0.30100000000000016,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8491,0.061576420450977463,1.765,1.921,0.15600000000000014,0.33140000000000003,0.009834180754445742,0.319,0.353,0.033999999999999975,1.6867,0.0388216720688615,1.645,1.755,0.10999999999999988,1.7394000000000003,0.15352466323761216,1.603,2.092,0.4890000000000001,0.3035,0.011067971810589338,0.287,0.316,0.029000000000000026,0.6642,0.007714344503009391,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08775116333511863,1.686,1.988,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8492000000000002,0.06155900511794445,1.765,1.921,0.15600000000000014,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867999999999999,0.0388581465790065,1.645,1.755,0.10999999999999988,1.7393999999999998,0.15367946439839575,1.603,2.092,0.4890000000000001,0.3035,0.010936686477681954,0.287,0.315,0.028000000000000025,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8015,0.08760929681768305,1.685,1.987,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8488,0.0614343371232878,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867,0.0388216720688615,1.645,1.755,0.10999999999999988,1.7394000000000003,0.15352466323761216,1.603,2.092,0.4890000000000001,0.3036,0.010966616007988376,0.287,0.315,0.028000000000000025,0.6642,0.007714344503009391,0.652,0.676,0.02400000000000002,1.8015999999999999,0.08746199174498602,1.686,1.987,0.30100000000000016,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8491,0.061430086729187955,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6867,0.03895025317276155,1.645,1.755,0.10999999999999988,1.7395,0.15342623996928006,1.604,2.092,0.488,0.3036,0.010976743091139971,0.287,0.316,0.029000000000000026,0.6641,0.0076948756397430635,0.652,0.676,0.02400000000000002,1.8013,0.0877180457805323,1.685,1.987,0.30200000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8489,0.06136312682167796,1.765,1.92,0.15500000000000003,0.3315,0.009721111047611785,0.319,0.353,0.033999999999999975,1.6868000000000003,0.038998005647012834,1.645,1.755,0.10999999999999988,1.7394000000000003,0.15352466323761216,1.603,2.092,0.4890000000000001,0.3036,0.010966616007988376,0.287,0.315,0.028000000000000025,0.6642,0.007598245411496883,0.652,0.676,0.02400000000000002,1.8015999999999999,0.0880431712286649,1.686,1.989,0.30300000000000016,AIR
0.5347,0.007424434134816089,0.524,0.545,0.02100000000000002,1.8486999999999998,0.061173796133093886,1.765,1.92,0.15500000000000003,0.33140000000000003,0.009834180754445742,0.319,0.353,0.033999999999999975,1.6866999999999996,0.03880449573037757,1.645,1.754,0.10899999999999999,1.7391999999999999,0.15331941965858226,1.603,2.091,0.4880000000000002,0.3035,0.011067971810589338,0.287,0.316,0.029000000000000026,0.6642,0.0077430972843918,0.652,0.676,0.02400000000000002,1.8014,0.08757117739936536,1.686,1.987,0.30100000000000016,AIR
0.5347,0.007424434134816089,0.524,0.545,0.02100000000000002,1.8481999999999998,0.06086013108394985,1.765,1.92,0.15500000000000003,0.3312,0.00971596624119289,0.319,0.353,0.033999999999999975,1.6863,0.038046900881236946,1.645,1.75,0.10499999999999998,1.7387000000000001,0.15204754373404242,1.603,2.086,0.4829999999999999,0.3034,0.010946333734279366,0.287,0.315,0.028000000000000025,0.664,0.0078031332738130905,0.652,0.676,0.02400000000000002,1.8008000000000002,0.08654838081802699,1.685,1.982,0.29699999999999993,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8485,0.061134187562188885,1.765,1.92,0.15500000000000003,0.3313,0.009809858986414292,0.319,0.353,0.033999999999999975,1.6864000000000001,0.03849444404355288,1.645,1.752,0.10699999999999998,1.739,0.15250573759698355,1.603,2.088,0.4850000000000001,0.3034,0.010946333734279366,0.287,0.315,0.028000000000000025,0.6641,0.007852105167122743,0.652,0.676,0.02400000000000002,1.8009,0.08649271003320967,1.685,1.982,0.29699999999999993,AIR
0.5349,0.007125073099040231,0.525,0.545,0.020000000000000018,1.8490000000000002,0.0616044731420626,1.765,1.92,0.15500000000000003,0.33140000000000003,0.009912954487268998,0.319,0.353,0.033999999999999975,1.6871000000000003,0.03944461658804379,1.645,1.757,0.11199999999999988,1.7395,0.15408529384006042,1.603,2.094,0.4909999999999999,0.3036,0.010966616007988376,0.287,0.315,0.028000000000000025,0.6642,0.007598245411496883,0.652,0.676,0.02400000000000002,1.8015,0.08789798379687416,1.685,1.988,0.30299999999999994,AIR
0.5349,0.007125073099040231,0.525,0.545,0.020000000000000018,1.8490000000000002,0.0616044731420626,1.765,1.92,0.15500000000000003,0.3313,0.009809858986414292,0.319,0.353,0.033999999999999975,1.6870999999999998,0.039320478125272076,1.645,1.757,0.11199999999999988,1.7397000000000002,0.15429124696135196,1.603,2.095,0.4920000000000002,0.3036,0.01105742586078093,0.287,0.316,0.029000000000000026,0.6643000000000001,0.007616502551113025,0.652,0.676,0.02400000000000002,1.8018999999999998,0.08817085686325159,1.686,1.99,0.30400000000000005,AIR
0.5348,0.007269418439218129,0.525,0.545,0.020000000000000018,1.8488,0.061421675508099134,1.765,1.92,0.15500000000000003,0.3313,0.009809858986414292,0.319,0.353,0.033999999999999975,1.6869,0.03919311163967467,1.645,1.756,0.11099999999999999,1.7395,0.1537799654629229,1.603,2.093,0.49,0.3035,0.010936686477681954,0.287,0.315,0.028000000000000025,0.6643000000000001,0.007944949478896787,0.651,0.676,0.025000000000000022,1.8017000000000003,0.0880820955447562,1.685,1.989,0.30400000000000005,AIR
